ra,dec,brickname
46.08620689655172,-36.5,0460m365
46.089385474860336,-42.0,0460m420
46.09375,-37.0,0460m370
46.09756097560975,-31.5,0460m315
46.10769230769231,-25.75,0461m257
46.11202635914333,-32.75,0461m327
46.11455108359133,-26.5,0461m265
46.11940298507463,-33.25,0461m332
46.12852664576803,-27.75,0461m277
46.131528046421664,-44.25,0461m442
46.134453781512605,-34.5,0461m345
46.13564668769716,-28.5,0461m285
46.14035087719298,-44.75,0461m447
46.142131979695435,-35.0,0461m350
46.150159744408946,-29.75,0461m297
46.157556270096464,-30.5,0461m305
46.16504854368932,-31.0,0461m310
46.17263843648208,-31.75,0461m317
46.17391304347826,-37.25,0461m372
46.18032786885246,-32.25,0461m322
46.18213660245184,-37.75,0461m377
46.18421052631579,-42.5,0461m425
46.19047619047619,-38.25,0461m382
46.19318181818182,-43.0,0461m430
46.193447737909516,-27.25,0461m272
46.19601328903654,-33.5,0461m335
46.198934280639435,-38.75,0461m387
46.20094191522763,-28.0,0462m280
46.20229007633588,-43.5,0462m435
46.20401337792642,-34.0,0462m340
46.20751341681574,-39.25,0462m392
46.21153846153846,-44.0,0462m440
46.21621621621622,-29.25,0462m292
46.21621621621622,-39.75,0462m397
46.224,-30.0,0462m300
46.225045372050815,-40.25,0462m402
46.22866894197952,-35.75,0462m357
46.23400365630713,-40.75,0462m407
46.23711340206186,-36.25,0462m362
46.23987034035656,-31.25,0462m312
46.24233128834356,-25.25,0462m252
46.24309392265194,-41.25,0462m412
46.24567474048443,-36.75,0462m367
46.25,-26.0,0462m260
46.252319109461965,-41.75,0462m417
46.25615763546798,-32.5,0462m325
46.25776397515528,-26.75,0462m267
46.26168224299065,-42.25,0462m422
46.264462809917354,-33.0,0462m330
46.265625,-27.5,0462m275
46.28140703517588,-34.25,0462m342
46.28164556962025,-28.75,0462m287
46.289808917197455,-29.5,0462m295
46.290050590219224,-34.75,0462m347
46.29881154499151,-35.25,0462m352
46.306451612903224,-30.75,0463m307
46.310679611650485,-44.5,0463m445
46.31336405529954,-25.5,0463m255
46.321483771251934,-26.25,0463m262
46.3235294117647,-32.0,0463m320
46.32970451010886,-27.0,0463m270
46.33507853403141,-37.5,0463m375
46.344463971880494,-38.0,0463m380
46.346456692913385,-28.25,0463m282
46.35,-33.75,0463m337
46.35398230088496,-38.5,0463m385
46.35499207606973,-29.0,0463m290
46.35849056603774,-42.75,0463m427
46.36363636363637,-39.0,0463m390
46.368821292775664,-43.25,0463m432
46.37239165329053,-30.25,0463m302
46.37342908438061,-39.5,0463m395
46.37755102040816,-35.5,0463m355
46.37931034482759,-43.75,0463m437
46.383363471971066,-40.0,0463m400
46.38461538461539,-25.75,0463m257
46.386986301369866,-36.0,0463m360
46.390243902439025,-31.5,0463m315
46.39318885448916,-26.5,0463m265
46.39344262295082,-40.5,0463m405
46.39655172413793,-36.5,0463m365
46.403669724770644,-41.0,0464m410
46.40625,-37.0,0464m370
46.40856672158155,-32.75,0464m327
46.41065830721003,-27.75,0464m277
46.41404805914972,-41.5,0464m415
46.417910447761194,-33.25,0464m332
46.41955835962145,-28.5,0464m285
46.42458100558659,-42.0,0464m420
46.436974789915965,-34.5,0464m345
46.43769968051118,-29.75,0464m297
46.44670050761421,-35.0,0464m350
46.446945337620576,-30.5,0464m305
46.45631067961165,-31.0,0464m310
46.465798045602604,-31.75,0464m317
46.47425897035881,-27.25,0464m272
46.47540983606557,-32.25,0464m322
46.479690522243715,-44.25,0464m442
46.48351648351648,-28.0,0464m280
46.48695652173913,-37.25,0464m372
46.49122807017544,-44.75,0464m447
46.49501661129568,-33.5,0464m335
46.497373029772326,-37.75,0464m377
46.50238473767885,-29.25,0465m292
46.50501672240803,-34.0,0465m340
46.507936507936506,-38.25,0465m382
46.512,-30.0,0465m300
46.51840490797546,-25.25,0465m252
46.51865008880995,-38.75,0465m387
46.52255639097744,-42.5,0465m425
46.52777777777778,-26.0,0465m260
46.529516994633276,-39.25,0465m392
46.53160453808752,-31.25,0465m312
46.53409090909091,-43.0,0465m430
46.5358361774744,-35.75,0465m357
46.537267080745345,-26.75,0465m267
46.54054054054054,-39.75,0465m397
46.545801526717554,-43.5,0465m435
46.54639175257732,-36.25,0465m362
46.546875,-27.5,0465m275
46.55172413793103,-32.5,0465m325
46.55172413793103,-40.25,0465m402
46.55709342560554,-36.75,0465m367
46.55769230769231,-44.0,0465m440
46.56198347107438,-33.0,0465m330
46.56307129798903,-40.75,0465m407
46.56645569620253,-28.75,0465m287
46.574585635359114,-41.25,0465m412
46.57643312101911,-29.5,0465m295
46.58291457286432,-34.25,0465m342
46.58627087198516,-41.75,0465m417
46.58986175115207,-25.5,0465m255
46.59359190556492,-34.75,0465m347
46.596774193548384,-30.75,0465m307
46.598130841121495,-42.25,0465m422
46.59969088098918,-26.25,0465m262
46.6044142614601,-35.25,0466m352
46.60964230171073,-27.0,0466m270
46.61764705882353,-32.0,0466m320
46.62992125984252,-28.25,0466m282
46.640253565768624,-29.0,0466m290
46.64921465968586,-37.5,0466m375
46.65,-33.75,0466m337
46.66019417475728,-44.5,0466m445
46.660808435852374,-38.0,0466m380
46.66131621187801,-30.25,0466m302
46.66153846153846,-25.75,0466m257
46.671826625387,-26.5,0466m265
46.67256637168141,-38.5,0466m385
46.68292682926829,-31.5,0466m315
46.683673469387756,-35.5,0466m355
46.68449197860963,-39.0,0466m390
46.692789968652036,-27.75,0466m277
46.695205479452056,-36.0,0466m360
46.69658886894075,-39.5,0466m395
46.698113207547166,-42.75,0466m427
46.70347003154574,-28.5,0467m285
46.70510708401977,-32.75,0467m327
46.706896551724135,-36.5,0467m365
46.70886075949367,-40.0,0467m400
46.71102661596958,-43.25,0467m432
46.71641791044776,-33.25,0467m332
46.71875,-37.0,0467m370
46.721311475409834,-40.5,0467m405
46.724137931034484,-43.75,0467m437
46.72523961661342,-29.75,0467m297
46.73394495412844,-41.0,0467m410
46.736334405144696,-30.5,0467m305
46.739495798319325,-34.5,0467m345
46.746765249537894,-41.5,0467m415
46.74757281553398,-31.0,0467m310
46.75126903553299,-35.0,0467m350
46.75507020280811,-27.25,0467m272
46.758957654723126,-31.75,0467m317
46.75977653631285,-42.0,0467m420
46.76609105180534,-28.0,0467m280
46.77049180327869,-32.25,0467m322
46.788553259141494,-29.25,0467m292
46.794019933554814,-33.5,0467m335
46.79447852760736,-25.25,0467m252
46.8,-30.0,0468m300
46.8,-37.25,0468m372
46.80555555555556,-26.0,0468m260
46.80602006688963,-34.0,0468m340
46.81260945709282,-37.75,0468m377
46.816770186335404,-26.75,0468m267
46.823338735818474,-31.25,0468m312
46.82539682539682,-38.25,0468m382
46.827852998065765,-44.25,0468m442
46.828125,-27.5,0468m275
46.83836589698046,-38.75,0468m387
46.8421052631579,-44.75,0468m447
46.84300341296928,-35.75,0468m357
46.847290640394085,-32.5,0468m325
46.85126582278481,-28.75,0468m287
46.8515205724508,-39.25,0468m392
46.855670103092784,-36.25,0468m362
46.85950413223141,-33.0,0468m330
46.8609022556391,-42.5,0468m425
46.86305732484077,-29.5,0468m295
46.86486486486486,-39.75,0468m397
46.866359447004605,-25.5,0468m255
46.86851211072664,-36.75,0468m367
46.875,-43.0,0468m430
46.87789799072643,-26.25,0468m262
46.87840290381125,-40.25,0468m402
46.88442211055276,-34.25,0468m342
46.88709677419355,-30.75,0468m307
46.88931297709924,-43.5,0468m435
46.889580093312595,-27.0,0468m270
46.892138939670936,-40.75,0468m407
46.897133220910625,-34.75,0468m347
46.90384615384615,-44.0,0469m440
46.9060773480663,-41.25,0469m412
46.91001697792869,-35.25,0469m352
46.911764705882355,-32.0,0469m320
46.91338582677165,-28.25,0469m282
46.92022263450835,-41.75,0469m417
46.925515055467514,-29.0,0469m290
46.93457943925234,-42.25,0469m422
46.93846153846154,-25.75,0469m257
46.95,-33.75,0469m337
46.95024077046549,-30.25,0469m302
46.95046439628483,-26.5,0469m265
46.96335078534032,-37.5,0469m375
46.974921630094045,-27.75,0469m277
46.97560975609756,-31.5,0469m315
46.977152899824254,-38.0,0469m380
46.98738170347003,-28.5,0469m285
46.98979591836735,-35.5,0469m355
46.991150442477874,-38.5,0469m385
47.00164744645799,-32.75,0470m327
47.00342465753425,-36.0,0470m360
47.00534759358289,-39.0,0470m390
47.00970873786408,-44.5,0470m445
47.01277955271566,-29.75,0470m297
47.014925373134325,-33.25,0470m332
47.01724137931034,-36.5,0470m365
47.0197486535009,-39.5,0470m395
47.02572347266881,-30.5,0470m305
47.03125,-37.0,0470m370
47.034358047016276,-40.0,0470m400
47.03588143525741,-27.25,0470m272
47.0377358490566,-42.75,0470m427
47.03883495145631,-31.0,0470m310
47.04201680672269,-34.5,0470m345
47.04866562009419,-28.0,0470m280
47.049180327868854,-40.5,0470m405
47.05211726384365,-31.75,0470m317
47.053231939163496,-43.25,0470m432
47.055837563451774,-35.0,0470m350
47.06422018348624,-41.0,0470m410
47.0655737704918,-32.25,0470m322
47.06896551724138,-43.75,0470m437
47.07055214723926,-25.25,0470m252
47.074721780604136,-29.25,0470m292
47.07948243992606,-41.5,0470m415
47.083333333333336,-26.0,0470m260
47.088,-30.0,0470m300
47.093023255813954,-33.5,0470m335
47.09497206703911,-42.0,0470m420
47.09627329192546,-26.75,0470m267
47.10702341137124,-34.0,0471m340
47.109375,-27.5,0471m275
47.11304347826087,-37.25,0471m372
47.115072933549435,-31.25,0471m312
47.12784588441331,-37.75,0471m377
47.13607594936709,-28.75,0471m287
47.142857142857146,-25.5,0471m255
47.142857142857146,-32.5,0471m325
47.142857142857146,-38.25,0471m382
47.14968152866242,-29.5,0471m295
47.15017064846416,-35.75,0471m357
47.15610510046368,-26.25,0471m262
47.15702479338843,-33.0,0471m330
47.15808170515098,-38.75,0471m387
47.16494845360825,-36.25,0471m362
47.16951788491446,-27.0,0471m270
47.173524150268335,-39.25,0471m392
47.176015473887816,-44.25,0471m442
47.17741935483871,-30.75,0471m307
47.17993079584775,-36.75,0471m367
47.185929648241206,-34.25,0471m342
47.189189189189186,-39.75,0471m397
47.19298245614035,-44.75,0471m447
47.196850393700785,-28.25,0471m282
47.19924812030075,-42.5,0471m425
47.20067453625632,-34.75,0472m347
47.20508166969147,-40.25,0472m402
47.205882352941174,-32.0,0472m320
47.210776545166404,-29.0,0472m290
47.215384615384615,-25.75,0472m257
47.21561969439728,-35.25,0472m352
47.21590909090909,-43.0,0472m430
47.22120658135283,-40.75,0472m407
47.22910216718266,-26.5,0472m265
47.232824427480914,-43.5,0472m435
47.23756906077348,-41.25,0472m412
47.239165329052966,-30.25,0472m302
47.25,-33.75,0472m337
47.25,-44.0,0472m440
47.25417439703154,-41.75,0472m417
47.25705329153605,-27.75,0472m277
47.26829268292683,-31.5,0472m315
47.271028037383175,-42.25,0472m422
47.27129337539432,-28.5,0472m285
47.27748691099477,-37.5,0472m375
47.293497363796135,-38.0,0472m380
47.295918367346935,-35.5,0472m355
47.29818780889621,-32.75,0472m327
47.30031948881789,-29.75,0473m297
47.309734513274336,-38.5,0473m385
47.31164383561644,-36.0,0473m360
47.3134328358209,-33.25,0473m332
47.31511254019293,-30.5,0473m305
47.31669266770671,-27.25,0473m272
47.32620320855615,-39.0,0473m390
47.327586206896555,-36.5,0473m365
47.33009708737864,-31.0,0473m310
47.33124018838305,-28.0,0473m280
47.342908438061045,-39.5,0473m395
47.34375,-37.0,0473m370
47.34453781512605,-34.5,0473m345
47.34527687296417,-31.75,0473m317
47.34662576687116,-25.25,0473m252
47.359223300970875,-44.5,0473m445
47.35985533453888,-40.0,0473m400
47.36040609137056,-35.0,0473m350
47.36065573770492,-32.25,0473m322
47.36089030206677,-29.25,0473m292
47.361111111111114,-26.0,0473m260
47.37577639751553,-26.75,0473m267
47.376,-30.0,0473m300
47.377049180327866,-40.5,0473m405
47.37735849056604,-42.75,0473m427
47.390625,-27.5,0473m275
47.39202657807309,-33.5,0473m335
47.39449541284404,-41.0,0473m410
47.39543726235741,-43.25,0473m432
47.40680713128039,-31.25,0474m312
47.408026755852845,-34.0,0474m340
47.412199630314234,-41.5,0474m415
47.41379310344828,-43.75,0474m437
47.41935483870968,-25.5,0474m255
47.42088607594937,-28.75,0474m287
47.426086956521736,-37.25,0474m372
47.43016759776536,-42.0,0474m420
47.43431221020093,-26.25,0474m262
47.43630573248408,-29.5,0474m295
47.4384236453202,-32.5,0474m325
47.443082311733804,-37.75,0474m377
47.44945567651633,-27.0,0474m270
47.45454545454545,-33.0,0474m330
47.45733788395904,-35.75,0474m357
47.46031746031746,-38.25,0474m382
47.46774193548387,-30.75,0474m307
47.47422680412371,-36.25,0474m362
47.47779751332149,-38.75,0474m387
47.48031496062992,-28.25,0474m282
47.48743718592965,-34.25,0474m342
47.49134948096886,-36.75,0474m367
47.49230769230769,-25.75,0474m257
47.49552772808587,-39.25,0474m392
47.49603803486529,-29.0,0474m290
47.5,-32.0,0475m320
47.50421585160203,-34.75,0475m347
47.5077399380805,-26.5,0475m265
47.513513513513516,-39.75,0475m397
47.521222410865875,-35.25,0475m352
47.524177949709866,-44.25,0475m442
47.52808988764045,-30.25,0475m302
47.53176043557169,-40.25,0475m402
47.537593984962406,-42.5,0475m425
47.539184952978054,-27.75,0475m277
47.54385964912281,-44.75,0475m447
47.55,-33.75,0475m337
47.550274223034734,-40.75,0475m407
47.55520504731861,-28.5,0475m285
47.55681818181818,-43.0,0475m430
47.5609756097561,-31.5,0475m315
47.569060773480665,-41.25,0475m412
47.5763358778626,-43.5,0475m435
47.587859424920126,-29.75,0475m297
47.58812615955473,-41.75,0475m417
47.59162303664922,-37.5,0475m375
47.59472817133443,-32.75,0475m327
47.59615384615385,-44.0,0475m440
47.597503900156006,-27.25,0475m272
47.60204081632653,-35.5,0476m355
47.60450160771704,-30.5,0476m305
47.60747663551402,-42.25,0476m422
47.609841827768015,-38.0,0476m380
47.61194029850746,-33.25,0476m332
47.6138147566719,-28.0,0476m280
47.61986301369863,-36.0,0476m360
47.62135922330097,-31.0,0476m310
47.622699386503065,-25.25,0476m252
47.6283185840708,-38.5,0476m385
47.63793103448276,-36.5,0476m365
47.63843648208469,-31.75,0476m317
47.638888888888886,-26.0,0476m260
47.64705882352941,-29.25,0476m292
47.64705882352941,-34.5,0476m345
47.64705882352941,-39.0,0476m390
47.65527950310559,-26.75,0476m267
47.65573770491803,-32.25,0476m322
47.65625,-37.0,0476m370
47.664,-30.0,0476m300
47.66497461928934,-35.0,0476m350
47.666068222621185,-39.5,0476m395
47.671875,-27.5,0476m275
47.68535262206148,-40.0,0476m400
47.691029900332225,-33.5,0476m335
47.69585253456221,-25.5,0476m255
47.69854132901135,-31.25,0476m312
47.704918032786885,-40.5,0477m405
47.70569620253165,-28.75,0477m287
47.70873786407767,-44.5,0477m445
47.709030100334445,-34.0,0477m340
47.712519319938174,-26.25,0477m262
47.716981132075475,-42.75,0477m427
47.72292993630573,-29.5,0477m295
47.72477064220183,-41.0,0477m410
47.7293934681182,-27.0,0477m270
47.73399014778325,-32.5,0477m325
47.73764258555133,-43.25,0477m432
47.73913043478261,-37.25,0477m372
47.7449168207024,-41.5,0477m415
47.752066115702476,-33.0,0477m330
47.75806451612903,-30.75,0477m307
47.75831873905429,-37.75,0477m377
47.758620689655174,-43.75,0477m437
47.76377952755905,-28.25,0477m282
47.76450511945392,-35.75,0477m357
47.76536312849162,-42.0,0477m420
47.76923076923077,-25.75,0477m257
47.77777777777778,-38.25,0477m382
47.78129952456418,-29.0,0477m290
47.78350515463917,-36.25,0477m362
47.78637770897833,-26.5,0477m265
47.78894472361809,-34.25,0477m342
47.794117647058826,-32.0,0477m320
47.797513321492005,-38.75,0477m387
47.80276816608997,-36.75,0478m367
47.807757166947724,-34.75,0478m347
47.81701444622793,-30.25,0478m302
47.8175313059034,-39.25,0478m392
47.82131661442006,-27.75,0478m277
47.826825127334466,-35.25,0478m352
47.83783783783784,-39.75,0478m397
47.8391167192429,-28.5,0478m285
47.85,-33.75,0478m337
47.853658536585364,-31.5,0478m315
47.85843920145191,-40.25,0478m402
47.87234042553192,-44.25,0478m442
47.87539936102237,-29.75,0478m297
47.87593984962406,-42.5,0478m425
47.8783151326053,-27.25,0478m272
47.879341864716636,-40.75,0478m407
47.89126853377265,-32.75,0478m327
47.89389067524116,-30.5,0478m305
47.89473684210526,-44.75,0478m447
47.89638932496075,-28.0,0478m280
47.89772727272727,-43.0,0478m430
47.89877300613497,-25.25,0478m252
47.90055248618785,-41.25,0479m412
47.90575916230367,-37.5,0479m375
47.90816326530612,-35.5,0479m355
47.91044776119403,-33.25,0479m332
47.9126213592233,-31.0,0479m310
47.916666666666664,-26.0,0479m260
47.91984732824427,-43.5,0479m435
47.922077922077925,-41.75,0479m417
47.926186291739896,-38.0,0479m380
47.928082191780824,-36.0,0479m360
47.931596091205215,-31.75,0479m317
47.93322734499205,-29.25,0479m292
47.93478260869565,-26.75,0479m267
47.94230769230769,-44.0,0479m440
47.94392523364486,-42.25,0479m422
47.94690265486726,-38.5,0479m385
47.94827586206897,-36.5,0479m365
47.94957983193277,-34.5,0479m345
47.950819672131146,-32.25,0479m322
47.952,-30.0,0479m300
47.953125,-27.5,0479m275
47.967914438502675,-39.0,0479m390
47.96875,-37.0,0479m370
47.96954314720812,-35.0,0479m350
47.97235023041475,-25.5,0479m255
47.98922800718133,-39.5,0479m395
47.990033222591364,-33.5,0479m335
47.9902755267423,-31.25,0479m312
47.99050632911393,-28.75,0479m287
47.990726429675426,-26.25,0479m262
48.009331259720064,-27.0,0480m270
48.00955414012739,-29.5,0480m295
48.01003344481605,-34.0,0480m340
48.01084990958409,-40.0,0480m400
48.029556650246306,-32.5,0480m325
48.032786885245905,-40.5,0480m405
48.04615384615385,-25.75,0480m257
48.04724409448819,-28.25,0480m282
48.04838709677419,-30.75,0480m307
48.049586776859506,-33.0,0480m330
48.052173913043475,-37.25,0480m372
48.055045871559635,-41.0,0480m410
48.056603773584904,-42.75,0480m427
48.05825242718446,-44.5,0480m445
48.06501547987616,-26.5,0480m265
48.06656101426307,-29.0,0480m290
48.0716723549488,-35.75,0480m357
48.07355516637478,-37.75,0480m377
48.07763401109057,-41.5,0480m415
48.07984790874525,-43.25,0480m432
48.088235294117645,-32.0,0480m320
48.09045226130653,-34.25,0480m342
48.09278350515464,-36.25,0480m362
48.095238095238095,-38.25,0480m382
48.100558659217874,-42.0,0481m420
48.10344827586207,-27.75,0481m277
48.10344827586207,-43.75,0481m437
48.10593900481541,-30.25,0481m302
48.11129848229342,-34.75,0481m347
48.11418685121107,-36.75,0481m367
48.11722912966252,-38.75,0481m387
48.12302839116719,-28.5,0481m285
48.13242784380306,-35.25,0481m352
48.13953488372093,-39.25,0481m392
48.146341463414636,-31.5,0481m315
48.15,-33.75,0481m337
48.159126365054604,-27.25,0481m272
48.16216216216216,-39.75,0481m397
48.1629392971246,-29.75,0481m297
48.17484662576687,-25.25,0481m252
48.17896389324961,-28.0,0481m280
48.18327974276527,-30.5,0481m305
48.185117967332125,-40.25,0481m402
48.187808896210875,-32.75,0481m327
48.19444444444444,-26.0,0481m260
48.20388349514563,-31.0,0482m310
48.20840950639854,-40.75,0482m407
48.208955223880594,-33.25,0482m332
48.214285714285715,-26.75,0482m267
48.214285714285715,-35.5,0482m355
48.214285714285715,-42.5,0482m425
48.21939586645469,-29.25,0482m292
48.21989528795812,-37.5,0482m375
48.22050290135397,-44.25,0482m442
48.22475570032573,-31.75,0482m317
48.232044198895025,-41.25,0482m412
48.234375,-27.5,0482m275
48.236301369863014,-36.0,0482m360
48.23863636363637,-43.0,0482m430
48.24,-30.0,0482m300
48.242530755711776,-38.0,0482m380
48.24561403508772,-44.75,0482m447
48.24590163934426,-32.25,0482m322
48.24884792626728,-25.5,0482m255
48.252100840336134,-34.5,0482m345
48.25602968460111,-41.75,0482m417
48.258620689655174,-36.5,0482m365
48.26335877862596,-43.5,0482m435
48.26548672566372,-38.5,0482m385
48.26893353941267,-26.25,0482m262
48.2741116751269,-35.0,0482m350
48.2753164556962,-28.75,0482m287
48.2803738317757,-42.25,0482m422
48.28125,-37.0,0482m370
48.282009724473255,-31.25,0482m312
48.28846153846154,-44.0,0482m440
48.288770053475936,-39.0,0482m390
48.2890365448505,-33.5,0482m335
48.28926905132193,-27.0,0482m270
48.296178343949045,-29.5,0482m295
48.31103678929766,-34.0,0483m340
48.31238779174147,-39.5,0483m395
48.323076923076925,-25.75,0483m257
48.32512315270936,-32.5,0483m325
48.330708661417326,-28.25,0483m282
48.33634719710669,-40.0,0483m400
48.33870967741935,-30.75,0483m307
48.343653250774,-26.5,0483m265
48.34710743801653,-33.0,0483m330
48.35182250396196,-29.0,0483m290
48.36065573770492,-40.5,0483m405
48.36521739130435,-37.25,0483m372
48.37883959044368,-35.75,0483m357
48.38235294117647,-32.0,0483m320
48.38532110091743,-41.0,0483m410
48.38557993730407,-27.75,0483m277
48.388791593695274,-37.75,0483m377
48.391959798994975,-34.25,0483m342
48.394863563402886,-30.25,0483m302
48.39622641509434,-42.75,0483m427
48.402061855670105,-36.25,0484m362
48.40694006309148,-28.5,0484m285
48.407766990291265,-44.5,0484m445
48.41035120147874,-41.5,0484m415
48.41269841269841,-38.25,0484m382
48.414839797639125,-34.75,0484m347
48.42205323193917,-43.25,0484m432
48.42560553633218,-36.75,0484m367
48.435754189944134,-42.0,0484m420
48.43694493783304,-38.75,0484m387
48.43803056027165,-35.25,0484m352
48.4390243902439,-31.5,0484m315
48.4399375975039,-27.25,0484m272
48.44827586206897,-43.75,0484m437
48.45,-33.75,0484m337
48.45047923322684,-29.75,0484m297
48.45092024539877,-25.25,0484m252
48.46153846153846,-28.0,0484m280
48.46153846153846,-39.25,0484m392
48.47222222222222,-26.0,0484m260
48.47266881028939,-30.5,0484m305
48.4843492586491,-32.75,0484m327
48.486486486486484,-39.75,0484m397
48.493788819875775,-26.75,0484m267
48.49514563106796,-31.0,0484m310
48.50556438791733,-29.25,0485m292
48.507462686567166,-33.25,0485m332
48.51179673321234,-40.25,0485m402
48.515625,-27.5,0485m275
48.51791530944625,-31.75,0485m317
48.52040816326531,-35.5,0485m355
48.525345622119815,-25.5,0485m255
48.528,-30.0,0485m300
48.53403141361257,-37.5,0485m375
48.53747714808044,-40.75,0485m407
48.540983606557376,-32.25,0485m322
48.544520547945204,-36.0,0485m360
48.547140649149924,-26.25,0485m262
48.55263157894737,-42.5,0485m425
48.554621848739494,-34.5,0485m345
48.55887521968366,-38.0,0485m380
48.56012658227848,-28.75,0485m287
48.56353591160221,-41.25,0485m412
48.56866537717602,-44.25,0485m442
48.56896551724138,-36.5,0485m365
48.5692068429238,-27.0,0485m270
48.573743922204216,-31.25,0485m312
48.578680203045685,-35.0,0485m350
48.57954545454545,-43.0,0485m430
48.5828025477707,-29.5,0485m295
48.584070796460175,-38.5,0485m385
48.588039867109636,-33.5,0485m335
48.5899814471243,-41.75,0485m417
48.59375,-37.0,0485m370
48.59649122807018,-44.75,0485m447
48.6,-25.75,0486m257
48.60687022900763,-43.5,0486m435
48.6096256684492,-39.0,0486m390
48.61204013377927,-34.0,0486m340
48.61417322834646,-28.25,0486m282
48.61682242990654,-42.25,0486m422
48.62068965517241,-32.5,0486m325
48.62229102167183,-26.5,0486m265
48.62903225806452,-30.75,0486m307
48.63461538461539,-44.0,0486m440
48.63554757630162,-39.5,0486m395
48.63708399366086,-29.0,0486m290
48.64462809917355,-33.0,0486m330
48.66184448462929,-40.0,0486m400
48.66771159874608,-27.75,0486m277
48.6764705882353,-32.0,0486m320
48.678260869565214,-37.25,0486m372
48.68378812199037,-30.25,0486m302
48.68600682593857,-35.75,0486m357
48.68852459016394,-40.5,0486m405
48.69085173501577,-28.5,0486m285
48.69346733668342,-34.25,0486m342
48.70402802101576,-37.75,0487m377
48.71134020618557,-36.25,0487m362
48.71559633027523,-41.0,0487m410
48.71838111298482,-34.75,0487m347
48.7207488299532,-27.25,0487m272
48.72699386503067,-25.25,0487m252
48.73015873015873,-38.25,0487m382
48.73170731707317,-31.5,0487m315
48.735849056603776,-42.75,0487m427
48.73702422145329,-36.75,0487m367
48.73801916932907,-29.75,0487m297
48.74306839186691,-41.5,0487m415
48.74363327674024,-35.25,0487m352
48.74411302982732,-28.0,0487m280
48.75,-26.0,0487m260
48.75,-33.75,0487m337
48.756660746003554,-38.75,0487m387
48.75728155339806,-44.5,0487m445
48.762057877813504,-30.5,0487m305
48.76425855513308,-43.25,0487m432
48.770949720670394,-42.0,0487m420
48.77329192546584,-26.75,0487m267
48.78088962108731,-32.75,0487m327
48.78354203935599,-39.25,0487m392
48.786407766990294,-31.0,0487m310
48.79173290937997,-29.25,0487m292
48.793103448275865,-43.75,0487m437
48.796875,-27.5,0487m275
48.80184331797235,-25.5,0488m255
48.80597014925373,-33.25,0488m332
48.810810810810814,-39.75,0488m397
48.811074918566774,-31.75,0488m317
48.816,-30.0,0488m300
48.82534775888717,-26.25,0488m262
48.826530612244895,-35.5,0488m355
48.83606557377049,-32.25,0488m322
48.83847549909256,-40.25,0488m402
48.84493670886076,-28.75,0488m287
48.84816753926702,-37.5,0488m375
48.84914463452566,-27.0,0488m270
48.852739726027394,-36.0,0488m360
48.857142857142854,-34.5,0488m345
48.86547811993517,-31.25,0488m312
48.86654478976234,-40.75,0488m407
48.86942675159236,-29.5,0488m295
48.87521968365554,-38.0,0488m380
48.87692307692308,-25.75,0488m257
48.87931034482759,-36.5,0488m365
48.88324873096447,-35.0,0488m350
48.88704318936877,-33.5,0488m335
48.890977443609025,-42.5,0488m425
48.89502762430939,-41.25,0488m412
48.89763779527559,-28.25,0488m282
48.90092879256966,-26.5,0489m265
48.902654867256636,-38.5,0489m385
48.90625,-37.0,0489m370
48.91304347826087,-34.0,0489m340
48.916256157635466,-32.5,0489m325
48.91682785299807,-44.25,0489m442
48.91935483870968,-30.75,0489m307
48.92045454545455,-43.0,0489m430
48.92234548335975,-29.0,0489m290
48.923933209647494,-41.75,0489m417
48.93048128342246,-39.0,0489m390
48.94214876033058,-33.0,0489m330
48.94736842105263,-44.75,0489m447
48.94984326018809,-27.75,0489m277
48.95038167938932,-43.5,0489m435
48.953271028037385,-42.25,0489m422
48.95870736086176,-39.5,0489m395
48.970588235294116,-32.0,0489m320
48.97271268057785,-30.25,0489m302
48.97476340694006,-28.5,0489m285
48.98076923076923,-44.0,0489m440
48.9873417721519,-40.0,0489m400
48.99130434782609,-37.25,0489m372
48.99317406143345,-35.75,0489m357
48.994974874371856,-34.25,0489m342
49.0015600624025,-27.25,0490m272
49.00306748466258,-25.25,0490m252
49.01639344262295,-40.5,0490m405
49.01926444833625,-37.75,0490m377
49.02061855670103,-36.25,0490m362
49.02192242833052,-34.75,0490m347
49.02439024390244,-31.5,0490m315
49.02555910543131,-29.75,0490m297
49.02668759811617,-28.0,0490m280
49.02777777777778,-26.0,0490m260
49.04587155963303,-41.0,0490m410
49.04761904761905,-38.25,0490m382
49.048442906574394,-36.75,0490m367
49.04923599320883,-35.25,0490m352
49.05,-33.75,0490m337
49.051446945337624,-30.5,0490m305
49.0527950310559,-26.75,0490m267
49.075471698113205,-42.75,0490m427
49.07578558225509,-41.5,0490m415
49.07637655417407,-38.75,0490m387
49.07742998352553,-32.75,0490m327
49.077669902912625,-31.0,0490m310
49.07790143084261,-29.25,0490m292
49.078125,-27.5,0490m275
49.07834101382488,-25.5,0490m255
49.10355486862442,-26.25,0491m262
49.104,-30.0,0491m300
49.1042345276873,-31.75,0491m317
49.1044776119403,-33.25,0491m332
49.105545617173526,-39.25,0491m392
49.10614525139665,-42.0,0491m420
49.106463878327,-43.25,0491m432
49.10679611650485,-44.5,0491m445
49.129082426127525,-27.0,0491m270
49.129746835443036,-28.75,0491m287
49.131147540983605,-32.25,0491m322
49.13265306122449,-35.5,0491m355
